id,ChapterName,difficulty_1_to_5,difficulty_reason,covered_model_count,difficulty_model_count,raw_solved_count,solved_with_reasoning_count,small_model_solved_count,failed_count,difficulty_failed_models,gpt5_manual_label,qwen3_4b_manual_label,qwen2_5_7b_manual_label,gemma3_4b_manual_label,mistral3_3b_manual_label,gpt5_judge_label,qwen3_4b_judge_label,qwen2_5_7b_judge_label,gemma3_4b_judge_label,mistral3_3b_judge_label,llama3_2_3b_judge_label,failed_models,non_genuine_failure_models_from_notes,dominant_error_types,manual_note,expected_final_answer
57,সরলরেখা,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,1,0,0,1,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,no_or_insufficient_reasoning,missing_case_or_domain_error","Gemma: \(p\)-এর জন্য normalization factor \(2\sqrt3\) বাদ দিয়েছে। Qwen: \(\cos=\sqrt3/2,\sin=1/2\) থেকেও \(\alpha=60^\circ\) লিখেছে। Mistral: একটি branch ঠিক, কিন্তু দ্বিতীয় branch বাদ।",$\alpha=30^{\circ}$ অথবা $210^{\circ}$ এবং $p=-\frac{1}{\sqrt{3}}$ অথবা $\frac{1}{\sqrt{3}}$
58,সরলরেখা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,0,1,1,0,0,,,,,$\theta=\tan^{-1}\frac{7}{4}=60.255^{\circ}$
59,সরলরেখা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,1,1,0,0,1,0,"qwen2_5_7b,gemma3_4b",,"arithmetic_or_algebra_error,geometry_condition_error","Gemma: altitude-কে \(BC\)-এর parallel ধরে নিয়েছে, perpendicular নয়।",$2x+11y-34=0$
60,সরলরেখা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,2,2,2,3,"qwen2_5_7b,gemma3_4b",0,1,0,0,1,0,0,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b",,"arithmetic_or_algebra_error,geometry_condition_error",Gemma: midpoint না নিয়ে \(P\) দিয়ে রেখা বানিয়েছে।,$12x+18y-129=0$
61,সরলরেখা,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,1,1,1,gemma3_4b,,geometry_condition_error,Gemma: midpoint না নিয়ে \(P\) দিয়ে রেখা বানিয়েছে।,$k=\frac{8}{5}$
62,সরলরেখা,3,"2/4 small models solved with proper reasoning; failed small models: gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"gemma3_4b,mistral3_3b",1,1,1,0,0,0,1,1,0,0,0,"gemma3_4b,mistral3_3b",gpt5,geometry_condition_error,Gemma: \(y\)-অক্ষের দূরত্ব \(|x|\) ব্যবহার করেনি। Mistral: \(y\)-অক্ষের দূরত্ব \(|y|\) ধরে নিয়েছে।,$3x^2-y^2=0$
63,সরলরেখা,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,formula_or_method_error,Gemma: \(D\) কে \(BC\)-এর midpoint হিসেবে ঠিকভাবে নেয়নি।,$5$
64,সরলরেখা,3,"2/4 small models solved with proper reasoning; failed small models: qwen3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen3_4b,mistral3_3b",1,0,1,1,0,1,0,1,1,0,0,"qwen3_4b,mistral3_3b",,"question_misinterpretation,geometry_condition_error",Qwen: পাদবিন্দুকে original point ধরে ফেলেছে। Mistral: perpendicular foot solve-এ algebra ভুল।,"$(5,2)$, $4\sqrt{5}$"
65,সরলরেখা,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,0,0,1,0,gemma3_4b,qwen2_5_7b,formula_or_method_error,Gemma: common point থেকে \(a=3\) ঠিকভাবে নেয়নি।,$3x-y=0$
67,সরলরেখা,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,gemma3_4b",1,0,0,0,1,0,0,0,1,1,0,"qwen3_4b,qwen2_5_7b,gemma3_4b",gpt5,"arithmetic_or_algebra_error,geometry_condition_error",Gemma: perpendicular-normal angle থেকে slope ভুল করেছে। Qwen: area condition থেকে constant \(10\) না পেয়ে \(\sqrt2\) করেছে।,$\sqrt{3}x+y=10$
68,সরলরেখা,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,2,3,"qwen2_5_7b,gemma3_4b",0,1,0,0,1,0,1,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b",,"no_or_insufficient_reasoning,arithmetic_or_algebra_error",Gemma: generic point-slope line-এ থেমে গেছে। Qwen: correct solution but দুইটির বদলে একটাই রেখা দিয়েছে।,$x+y=9$ ও $x-y=1$
69,সরলরেখা,3,"2/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen3_4b,qwen2_5_7b",1,0,0,1,1,1,0,0,1,1,0,"qwen3_4b,qwen2_5_7b",,"formula_or_method_error,arithmetic_or_algebra_error",Qwen: ভুল; unnecessary projection/reflection formula ব্যবহার করে জটিল ভগ্নাংশ দিয়েছে। \(y=x\)-এ reflection হলে সরাসরি coordinates swap হয়।,"$(6,5)$"
70,সরলরেখা,1,4/4 small models solved with proper reasoning; GPT-5 excluded from difficulty score,5,4,5,5,4,0,,1,1,1,1,1,1,0,0,0,0,0,,qwen2_5_7b,,,$32$ বর্গ একক
71,বৃত্ত,2,3/4 small models solved with proper reasoning; failed small models: qwen2_5_7b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen2_5_7b,1,1,0,1,1,0,1,0,0,1,0,qwen2_5_7b,gpt5,geometry_condition_error,Gemma: নতুন বৃত্তের কেন্দ্রকে সঠিক tangent \(x+2y+3=0\)-এর উপর রেখে equidistance condition solve করেনি। Quen: নতুন বৃত্তের কেন্দ্রকে সঠিক tangent \(x+2y+3=0\)-এর উপর রেখে equidistance condition solve করেনি। Mistral: নতুন বৃত্তের কেন্দ্রকে সঠিক tangent \(x+2y+3=0\)-এর উপর রেখে equidistance condition solve করেনি।,$x^2+y^2-8x+7y-3=0$
72,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"geometry_condition_error,question_misinterpretation,format_or_final_extraction","Gemma: \(C=(0,0)\) ধরেছে, কিন্তু \(AC\) ও \(BC\) তখন লম্ব হয় না। পরে circle equation-ও ভুল/অস্পষ্ট। Qwen: \(C\) কে \((c,0)\) লিখেছে, অথচ \(C\) \(y\)-অক্ষে হওয়ায় হওয়া উচিত \((0,t)\)। সেখান থেকেই solution ভেঙেছে। Mistral: final answer দেয়নি।","$C(0,\pm\sqrt{2}a)$, $x^2+y^2-ax-2a^2=0$"
73,বৃত্ত,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,1,0,0,0,1,0,"qwen2_5_7b,gemma3_4b",qwen3_4b,"no_or_insufficient_reasoning,geometry_condition_error","Gemma: tangent point দিয়ে যায় কি না check করেনি। Qwen: normal দিয়েছে, tangent বাদ।(reasoning correct but incomeplete final answer) Mistral: সঠিক।","$x-2y+4=0$, $2x+y+3=0$"
74,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"geometry_condition_error,arithmetic_or_algebra_error,formula_or_method_error","All 3 wrong Gemma/Llama: chord equation বের করেনি। Qwen: radius \(OM\)-কেই chord ধরে ফেলেছে। Mistral: midpoint line নিয়েছে, কিন্তু correct perpendicular chord নয়।",$3x+4y-25=0$
75,বৃত্ত,2,3/4 small models solved with proper reasoning; failed small models: qwen3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen3_4b,1,0,1,1,1,1,0,1,1,0,0,qwen3_4b,,question_misinterpretation,"Qwen: center wrongly \((2,3)\) ধরেছে।",$x^2+\left(y-\frac{5}{3}\right)^2=\frac{25}{9}$
76,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,0,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",gpt5,"geometry_condition_error,question_misinterpretation,arithmetic_or_algebra_error",Gemma: circumcenter-কে centroid ধরে নিয়েছে। Qwen: perpendicular bisector midpoint দিয়ে না নিয়ে endpoint দিয়ে নিয়েছে। Mistral: center equations expand করতে arithmetic ভুল করেছে।,$\frac{\sqrt{6437}}{3}=26.74$ (প্রায়)
77,বৃত্ত,2,3/4 small models solved with proper reasoning; failed small models: gemma3_4b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,gemma3_4b,1,1,1,0,1,1,1,1,0,1,0,gemma3_4b,,geometry_condition_error,Gemma: tangent circles-এর radius \(5\pm3\) নেয়নি।,$(x-3)^2+(y-4)^2=4$ এবং $(x-3)^2+(y-4)^2=64$
78,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,geometry_condition_error,"Gemma: \(y\)-অক্ষ থেকে center-এর দূরত্ব \(|x|\), এটা ভুল নিয়েছে। Qwen: \(y\)-অক্ষ থেকে center-এর দূরত্ব \(|x|\), এটা ভুল নিয়েছে। Mistral: \(y\)-অক্ষ থেকে center-এর দূরত্ব \(|x|\), এটা ভুল নিয়েছে।",$(x-5)^2+(y\pm\sqrt{21})^2=25$
79,বৃত্ত,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,2,3,"qwen2_5_7b,gemma3_4b",0,1,0,0,1,0,0,0,0,0,0,"gpt5,qwen2_5_7b,gemma3_4b",,"geometry_condition_error,question_misinterpretation","Gemma: \(h\) arbitrary ধরে নিয়েছে, \(x+y=3\) solve করেনি।",$x^2+y^2-4x-2y+4=0$
80,বৃত্ত,2,3/4 small models solved with proper reasoning; failed small models: qwen2_5_7b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen2_5_7b,1,1,0,1,1,1,0,0,0,0,0,qwen2_5_7b,"qwen3_4b,gemma3_4b,mistral3_3b",geometry_condition_error,"Gemma: reasoning and calculation ঠিক, কিন্তু final-এ \(AB\) ও area দুটো আলাদা করে দেয়নি। incomplete answer Qwen: reasoning and calculation ঠিক, কিন্তু final-এ \(AB\) ও area দুটো আলাদা করে দেয়নি। incomplete answer Mistral: reasoning and calculation ঠিক, কিন্তু final-এ \(AB\) ও area দুটো আলাদা করে দেয়নি। incomplete answer","$AB=2\sqrt{5}$, $2\sqrt{5}$ বর্গ একক"
81,বৃত্ত,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,qwen2_5_7b,gemma3_4b",1,0,0,0,1,1,0,0,0,1,0,"qwen3_4b,qwen2_5_7b,gemma3_4b",,"question_misinterpretation,geometry_condition_error","Gemma: \(y=2\)-এর tangent হলে center \((3,k)\) হবে, এই মূল geometric condition ধরেনি। Qwen: \(y=2\)-এর tangent হলে center \((3,k)\) হবে, এই মূল geometric condition ধরেনি।",$(x-3)^2+(y-4)^2=4$
82,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"formula_or_method_error,geometry_condition_error",Gemma: সব ভুল model-ই \(y\)-অক্ষের chord length condition \(2\sqrt{k^2-16}=6\) ঠিকভাবে ব্যবহার করেনি। Qwen: সব ভুল model-ই \(y\)-অক্ষের chord length condition \(2\sqrt{k^2-16}=6\) ঠিকভাবে ব্যবহার করেনি। Mistral: সব ভুল model-ই \(y\)-অক্ষের chord length condition \(2\sqrt{k^2-16}=6\) ঠিকভাবে ব্যবহার করেনি।,$(x-4)^2+(y\pm5)^2=5^2$
83,বৃত্ত,3,"2/4 small models solved with proper reasoning; failed small models: qwen2_5_7b,gemma3_4b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen2_5_7b,gemma3_4b",1,1,0,0,1,0,1,0,0,1,0,"qwen2_5_7b,gemma3_4b",gpt5,"geometry_condition_error,formula_or_method_error","Gemma: slope নিয়েছে, কিন্তু center থেকে রেখার distance \(=3\) condition ঠিকভাবে প্রয়োগ করেনি।",$x-y\pm3\sqrt{2}=0$
84,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,0,0,0,5,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",0,0,0,0,0,0,0,0,0,0,0,"gpt5,qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,geometry_condition_error,Gemma: tangent না বের করে axis intersection বের করেছে। Qwen: equal and opposite intercept condition \(x-y+c=0\) ব্যবহার করেনি। Mistral: equal and opposite intercept condition \(x-y+c=0\) ব্যবহার করেনি।,$x-y=0$ ও $x-y+12=0$
85,বৃত্ত,4,"1/4 small models solved with proper reasoning; failed small models: qwen3_4b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,2,2,1,3,"qwen3_4b,gemma3_4b,mistral3_3b",1,0,1,0,0,1,0,1,0,0,0,"qwen3_4b,gemma3_4b,mistral3_3b",,"arithmetic_or_algebra_error,missing_case_or_domain_error",Gemma: দুটো root পেলেও final-এ শুধু একটি দিয়েছে। Qwen: quadratic ঠিক পেলেও discriminant arithmetic ভুল। Mistral: quadratic ঠিক পেলেও discriminant arithmetic ভুল।,"$a=3,\frac{77}{9}$"
86,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,geometry_condition_error,"Gemma: quadratic-এর দুই root থেকে দুইটি circle দরকার, কিন্তু একটাই দিয়েছে। Qwen: quadratic-এর দুই root থেকে দুইটি circle দরকার, কিন্তু একটাই দিয়েছে। Mistral: quadratic-এর দুই root থেকে দুইটি circle দরকার, কিন্তু একটাই দিয়েছে।",$(x-13)^2+(y-13)^2=13^2$ এবং $(x-5)^2+(y-5)^2=5^2$
87,বৃত্ত,3,"2/4 small models solved with proper reasoning; failed small models: gemma3_4b,mistral3_3b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"gemma3_4b,mistral3_3b",1,1,1,0,0,1,1,1,0,0,0,"gemma3_4b,mistral3_3b",,geometry_condition_error,"Gemma: “শুধু একটিই বৃত্ত” মানে \(PQ\) diameter, তাই \(r=PQ/2\), এটা ধরেনি। Mistral: “শুধু একটিই বৃত্ত” মানে \(PQ\) diameter, তাই \(r=PQ/2\), এটা ধরেনি।",$r=3\sqrt{2}$
88,বৃত্ত,2,3/4 small models solved with proper reasoning; failed small models: qwen2_5_7b; GPT-5 excluded from difficulty score,5,4,4,4,3,1,qwen2_5_7b,1,1,0,1,1,0,1,0,1,1,0,qwen2_5_7b,gpt5,geometry_condition_error,,$x^2+y^2-8x-10y+1=0$
89,বৃত্ত,3,"2/4 small models solved with proper reasoning; failed small models: qwen3_4b,gemma3_4b; GPT-5 excluded from difficulty score",5,4,3,3,2,2,"qwen3_4b,gemma3_4b",1,0,1,0,1,0,0,1,0,1,0,"qwen3_4b,gemma3_4b",gpt5,geometry_condition_error,"Gemma: tangent intersection-এর locus original circle নয়, radius \(\sqrt2a\)-এর circle। Qwen: tangent intersection-এর locus original circle নয়, radius \(\sqrt2a\)-এর circle।",$x^2+y^2=2a^2$
90,বৃত্ত,5,"0/4 small models solved with proper reasoning; failed small models: qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b; severe reasoning/interpretation failure present; GPT-5 excluded from difficulty score",5,4,1,1,0,4,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",1,0,0,0,0,1,0,0,0,0,0,"qwen3_4b,qwen2_5_7b,gemma3_4b,mistral3_3b",,"geometry_condition_error,question_misinterpretation",Gemma: tangent-কে diameter-এর same line ধরে নিয়েছে। Qwen: origin বৃত্তের উপর আছে বুঝতে পারেনি। Mistral: origin দিয়ে যাওয়া diameter line বের করেনি।,$12x+5y=0$ এবং $5x-12y=0$
